imdb_id,title,rating,directors,writers,actors,budget,gross,financial score,score
tt0117723,Spy Hard,4.9,['Rick Friedberg'],"['Jason Friedberg', 'Aaron Seltzer']","['Leslie Nielsen', 'Nicollette Sheridan', 'Charles Durning', 'Marcia Gay Harden', 'Barry Bostwick', 'John Ales', 'Andy Griffith', 'Elya Baskin', 'Mason Gamble', 'Carlos Lauchu', 'Stephanie Romanov', 'Joyce Brothers', 'Ray Charles', 'Hulk Hogan', 'Roger Clinton']","$18,000,000 ","$26,906,039 ",5.77 ,5.33 
tt1032815,"I Love You, Beth Cooper",5.2,['Chris Columbus'],"['Larry Doyle', 'Larry Doyle']","['Hayden Panettiere', 'Paul Rust', 'Jack Carpenter', 'Lauren London', 'Lauren Storm', 'Shawn Roberts', 'Jared Keeso', 'Brendan Penny', 'Marie Avgeropoulos', 'Josh Emerson', 'Alan Ruck', 'Cynthia Stevenson', 'Pat Finn', 'Andrea Savage', 'Violet Columbus']","$18,000,000 ","$14,793,904 ",5.47 ,5.33 
tt0200669,The Golden Bowl,5.9,['James Ivory'],"['Henry James', 'Ruth Prawer Jhabvala']","['Kate Beckinsale', 'James Fox', 'Anjelica Huston', 'Nick Nolte', 'Jeremy Northam', 'Madeleine Potter', 'Uma Thurman', 'Nicholas Day', 'Peter Eyre', 'Nickolas Grace', 'Robin Hart', 'Daniel Byam Shaw', 'Francesco Giuffrida', 'Marta Paola Richeldi', 'Rossano Rubicondi']","$15,000,000 ","$3,037,579 ",4.77 ,5.33 
tt0172726,Light It Up,5.5,['Craig Bolotin'],['Craig Bolotin'],"['Usher Raymond', 'Forest Whitaker', 'Rosario Dawson', ""Robert Ri'chard"", 'Judd Nelson', 'Fredro Starr', 'Sara Gilbert', 'Clifton Collins Jr.', 'Glynn Turman', 'Vic Polizos', 'Vanessa Williams', 'Gaddiel Otero', 'Frank Dominelli', 'Reggie Theus', 'Jennifer Say Gan']","$13,000,000 ","$5,871,603 ",5.17 ,5.33 
tt0118956,Deep Rising,5.8,['Stephen Sommers'],['Stephen Sommers'],"['Treat Williams', 'Famke Janssen', 'Anthony Heald', ""Kevin J. O'Connor"", 'Wes Studi', ""Derrick O'Connor"", 'Jason Flemyng', 'Cliff Curtis', 'Clifton Powell', 'Trevor Goddard', 'Djimon Hounsou', 'Una Damon', 'Clint Curtis', 'Warren Takeuchi', 'Linden Banks']","$45,000,000 ","$11,146,409 ",4.87 ,5.33 
tt1143896,Holy Rollers,5.7,['Kevin Asch'],['Antonio Macia'],"['Jesse Eisenberg', 'Justin Bartha', 'Ari Graynor', 'Danny A. Abeckaser', 'Mark Ivanir', 'Elizabeth Marvel', 'Jason Fuchs', 'Q-Tip', 'Hallie Kate Eisenberg', 'Bern Cohen', 'Stella Keitel', 'David Vadim', 'Charlie Hewson', 'Penny Bittone', 'Ori Pfeffer']","$1,000,000 ","$302,886 ",4.97 ,5.33 
tt0421054,Domino,5.9,['Tony Scott'],"['Richard Kelly', 'Richard Kelly', 'and 1 more credit']","['Keira Knightley', 'Mickey Rourke', 'dgar Ramrez', 'Delroy Lindo', ""Mo'Nique"", 'Mena Suvari', 'Macy Gray', 'Jacqueline Bisset', 'Dabney Coleman', 'Brian Austin Green', 'Ian Ziering', 'Stanley Kamel', 'Peter Jacobson', 'T.K. Carter', ""Kel O'Neill""]","$50,000,000 ","$10,169,202 ",4.77 ,5.33 
tt0116705,Jingle All the Way,5.1,['Brian Levant'],['Randy Kornfield'],"['Arnold Schwarzenegger', 'Sinbad', 'Phil Hartman', 'Rita Wilson', 'Robert Conrad', 'Martin Mull', 'Jake Lloyd', 'James Belushi', 'E.J. De La Pena', 'Laraine Newman', 'Justin Chapman', 'Harvey Korman', 'Richard Moll', 'Daniel Riordan', 'Jeff L. Deist']","$60,000,000 ","$60,573,641 ",5.57 ,5.33 
tt1131734,Jennifer's Body,5.1,['Karyn Kusama'],['Diablo Cody'],"['Megan Fox', 'Amanda Seyfried', 'Johnny Simmons', 'Adam Brody', 'Sal Cortez', 'Ryan Levine', 'Juan Riedinger', 'Colin Askey', 'Chris Pratt', 'Juno Ruddell', 'Kyle Gallner', 'Josh Emerson', 'J.K. Simmons', 'Amy Sedaris', 'Cynthia Stevenson']","$16,000,000 ","$16,195,523 ",5.57 ,5.34 
tt0114781,Under Siege 2: Dark Territory,5.2,['Geoff Murphy'],"['Richard Hatem', 'Matt Reeves', 'and 1 more credit']","['Steven Seagal', 'Eric Bogosian', 'Everett McGill', 'Katherine Heigl', 'Morris Chestnut', 'Peter Greene', 'Patrick Kilpatrick', 'Scott Sowers', 'Afifi Alaouie', 'Andy Romano', 'Brenda Bakke', 'Sandra Taylor', 'Jonathan Banks', 'David Gianopoulos', 'Royce D. Applegate']","$60,000,000 ","$50,024,083 ",5.47 ,5.34 
tt0120751,Mighty Joe Young,5.4,['Ron Underwood'],"['Merian C. Cooper', 'Ruth Rose']","['Charlize Theron', 'Bill Paxton', 'Rade Serbedzija', 'Peter Firth', 'David Paymer', 'Regina King', 'Robert Wisdom', 'Naveen Andrews', 'Lawrence Pressman', 'Linda Purl', 'Mika Boorem', 'Geoffrey Blake', 'Christian Clemenson', 'Cory Buck', 'Liz Georges']","$90,000,000 ","$50,628,009 ",5.28 ,5.34 
tt1213012,Alpha and Omega,5,"['Anthony Bell', 'Ben Gluck']","['Chris Denk', 'Ben Gluck', 'and 1 more credit']","['Justin Long', 'Hayden Panettiere', 'Dennis Hopper', 'Danny Glover', 'Larry Miller', 'Eric Price', 'Vicki Lewis', 'Christina Ricci', 'Chris Carmack', 'Brian Donovan', 'Kevin Sussman', 'Maya Kay', 'Christine Lakin', 'Marilyn Tokuda', 'Eric Lopez']","$20,000,000 ","$25,077,977 ",5.68 ,5.34 
tt0118736,Six-String Samurai,6.5,['Lance Mungia'],"['Jeffrey Falcon', 'Lance Mungia']","['Jeffrey Falcon', 'Justin McGuire', 'Kim De Angelo', 'Stephane Gauger', 'Clifford Hugo', 'Oleg Bernov', 'Igor Yuzov', 'Zhenya Kolykhanov', 'George L. Casillas', 'Avi Sills', 'Monti Ellison', 'Kareem', 'Richard McGuire', 'Zuma Jay', 'Paul Szopa']","$2,000,000 ","$124,494 ",4.18 ,5.34 
tt0465142,American Dreamz,5.6,['Paul Weitz'],['Paul Weitz'],"['Hugh Grant', 'Dennis Quaid', 'Mandy Moore', 'Willem Dafoe', 'Chris Klein', 'Jennifer Coolidge', 'Sam Golzari', 'Marcia Gay Harden', 'Seth Meyers', 'John Cho', 'Judy Greer', 'Bernard White', 'Tony Yalda', 'Noureen DeWulf', 'Shohreh Aghdashloo']","$19,000,000 ","$7,191,830 ",5.08 ,5.34 
tt0325703,Lara Croft Tomb Raider: The Cradle of Life,5.3,['Jan de Bont'],"['Dean Georgaris', 'Steven E. de Souza', 'and 1 more credit']","['Angelina Jolie', 'Gerard Butler', 'Ciarn Hinds', 'Chris Barrie', 'Noah Taylor', 'Djimon Hounsou', 'Til Schweiger', 'Simon Yam', 'Terence Yin', 'Daniel Caltagirone', 'Fabiano Martell', 'Jonny Coyne', 'Robert Cavanah', 'Ronan Vibert', 'Lenny Juma']","$95,000,000 ","$65,660,196 ",5.38 ,5.34 
tt0409182,Poseidon,5.6,['Wolfgang Petersen'],"['Mark Protosevich', 'Paul Gallico']","['Josh Lucas', 'Kurt Russell', 'Jacinda Barrett', 'Richard Dreyfuss', 'Emmy Rossum', 'Ma Maestro', 'Mike Vogel', 'Kevin Dillon', 'Freddy Rodrguez', 'Jimmy Bennett', 'Stacy Ferguson', 'Andre Braugher', 'Kirk B.R. Woller', 'Kelly McNair', 'Gabriel Jarret']","$160,000,000 ","$60,674,817 ",5.08 ,5.34 
tt0198386,The Crew,5.4,['Michael Dinner'],['Barry Fanaro'],"['Richard Dreyfuss', 'Burt Reynolds', 'Dan Hedaya', 'Seymour Cassel', 'Carrie-Anne Moss', 'Jennifer Tilly', 'Lainie Kazan', 'Miguel Sandoval', 'Jeremy Piven', 'Casey Siemaszko', 'Matthew Borlenghi', 'Billy Jayne', 'Jeremy Ratchford', 'Mike Moroff', 'Jos Ziga']","$23,000,000 ","$13,019,253 ",5.28 ,5.34 
tt0308411,Interview with the Assassin,6.5,['Neil Burger'],['Neil Burger'],"['Raymond J. Barry', 'Dylan Haggerty', 'Renee Faia', 'Kelsey Kemper', 'Dennis Lau', 'Sonny Franks', 'Jared McVay', 'Christel Khalil', 'Lillias White', 'Kate Williamson', 'Jack Tate', 'Nicolas Mize', 'James Hiser', 'Darrell Sandeen', ""Evan O'Meara""]","$750,000 ","$47,329 ",4.19 ,5.34 
tt0413099,Evan Almighty,5.4,['Tom Shadyac'],"['Steve Oedekerk', 'Steve Oedekerk']","['Steve Carell', 'Morgan Freeman', 'Lauren Graham', 'Johnny Simmons', 'Graham Phillips', 'Jimmy Bennett', 'John Goodman', 'Wanda Sykes', 'John Michael Higgins', 'Jonah Hill', 'Molly Shannon', 'Harve Presnell', 'P.J. Byrne', 'Ralph Louis Harris', 'Arden Myrin']","$175,000,000 ","$100,289,690 ",5.29 ,5.34 
tt0120685,Godzilla,5.1,['Roland Emmerich'],"['Dean Devlin', 'Roland Emmerich']","['Matthew Broderick', 'Jean Reno', 'Maria Pitillo', 'Hank Azaria', 'Kevin Dunn', 'Michael Lerner', 'Harry Shearer', 'Arabella Field', 'Vicki Lewis', 'Doug Savant', 'Malcolm Danare', 'Lorry Goldman', 'Christian Aubert', 'Philippe Bergeron', 'Frank Bruynbroek']","$130,000,000 ","$136,023,813 ",5.59 ,5.34 
tt0156323,Screwed,5.3,"['Scott Alexander', 'Larry Karaszewski']","['Scott Alexander', 'Larry Karaszewski']","['Norm MacDonald', 'Dave Chappelle', 'Elaine Stritch', 'Danny DeVito', 'Daniel Benzali', 'Sherman Hemsley', 'Sarah Silverman', 'Malcolm Stewart', 'Lochlyn Munro', 'Brent Chapman', 'Brian Jensen', 'Shawn Macdonald', 'Kelly Fiddick', 'Helena Yea', 'Lorenzo Campbell']","$10,000,000 ","$7,027,345 ",5.39 ,5.34 
tt0271367,Eight Legged Freaks,5.4,['Ellory Elkayem'],"['Ellory Elkayem', 'Randy Kornfield']","['David Arquette', 'Kari Wuhrer', 'Scott Terra', 'Scarlett Johansson', 'Doug E. Doug', 'Rick Overton', 'Leon Rippy', 'Matt Czuchry', 'Jay Arlen Jones', 'Eileen Ryan', 'Riley Smith', 'Matt Holwick', 'Jane Edith Wilson', 'Jack Moore', 'Roy Gaintner']","$30,000,000 ","$17,266,505 ",5.29 ,5.34 
tt0107254,Jason Goes to Hell: The Final Friday,4.2,['Adam Marcus'],"['Jay Huguely', 'Adam Marcus']","['John D. LeMay', 'Kari Keegan', 'Kane Hodder', 'Steven Williams', 'Steven Culp', 'Erin Gray', 'Rusty Schwimmer', 'Richard Gant', 'Leslie Jordan', 'Billy Green Bush', 'Kipp Marcus', 'Andrew Bloch', 'Adam Cranner', 'Allison Smith', 'Julie Michaels']","$2,500,000 ","$15,935,068 ",6.49 ,5.34 
tt0901487,Joheunnom nabbeunnom isanghannom,7.3,['Jee-woon Kim'],"['Jee-woon Kim', 'Min-suk Kim']","['Kang-ho Song', 'Byung-hun Lee', 'Woo-sung Jung', 'Je-mun Yun', 'Seung-su Ryu', 'Young-chang Song', 'Byung-ho Son', 'Dal-su Oh', 'Cheong-a Lee', 'Kwang-il Kim', 'Dong-seok Ma', 'Kyeong-hun Jo', 'Hang-soo Lee', 'Hyun Joong Kang', 'Sung-min Lee']","$10,000,000 ","$128,486 ",3.39 ,5.35 
tt0204175,Boys and Girls,5,['Robert Iscove'],"['Andrew Lowery', 'Andrew Miller']","['Brendon Ryan Barrett', 'Gay Thomas Wilson', 'Raquel Beaudene', 'Claire Forlani', 'David Smigelski', 'Blake Shields', 'Freddie Prinze Jr.', 'Alyson Hannigan', 'Jason Biggs', 'Amanda Detmer', 'Sean Maysonet', 'John X', 'Tsianina Joelson', 'Kristofer Mickelson', 'Matt Carmody']","$16,000,000 ","$20,627,372 ",5.69 ,5.35 
tt0093389,The Last Emperor,7.8,['Bernardo Bertolucci'],"['Mark Peploe', 'Bernardo Bertolucci']","['John Lone', 'Joan Chen', ""Peter O'Toole"", 'Ruocheng Ying', 'Victor Wong', 'Dennis Dun', 'Ryichi Sakamoto', 'Maggie Han', 'Ric Young', 'Vivian Wu', 'Cary-Hiroyuki Tagawa', 'Jade Go', 'Fumihiko Ikeda', 'Richard Vuu', 'Tsou Tijger']","$23,000,000 ","$108,939 ",2.89 ,5.35 
tt0257106,Scary Movie 2,4.9,['Keenen Ivory Wayans'],"['Shawn Wayans', 'Marlon Wayans']","['Anthony Acker', 'Mark Barrett', 'Richard Bellos', 'Suzanne Bianqui', 'Natale Bosco', 'Joann Connor', 'Bradley Fisher', ""Suzanne O'Donnell"", 'Kristi Pearce', 'Donna Silverberg', 'Helene Strayer', 'Veronica Cartwright', 'Andy Richter', 'Lee R. Mayes', 'Natasha Lyonne']","$45,000,000 ","$71,277,420 ",5.79 ,5.35 
tt0331953,Club Dread,5.4,['Jay Chandrasekhar'],"['Jay Chandrasekhar', 'Kevin Heffernan']","['Elena Lyons', 'Dan Montgomery Jr.', 'Tanja Reichert', 'Nat Faxon', 'Michael Weaver', 'Kevin Heffernan', 'Michael Yurchak', 'Jordan Ladd', 'Brittany Daniel', 'Richard Perello', 'Steve Lemme', 'Jay Chandrasekhar', 'Paul Soter', 'Erik Stolhanske', 'Lindsay Price']","$8,550,000 ","$4,992,159 ",5.30 ,5.35 
tt0108517,Warlock: The Armageddon,5,['Anthony Hickox'],"['David Twohy', 'Kevin Rock']","['Julian Sands', 'Chris Young', 'Paula Marshall', 'Joanna Pacula', 'Steve Kahan', 'R.G. Armstrong', 'Charles Hallahan', 'Bruce Glover', 'Craig Hurley', 'Davis Gaines', 'Rebecca Street', 'Dawn Ann Billings', 'Zach Galligan', 'Wren T. Brown', 'Gary Carlos Cervantes']","$3,000,000 ","$3,902,679 ",5.70 ,5.35 
tt1046997,Miracle at St. Anna,6,['Spike Lee'],"['James McBride', 'James McBride']","['Derek Luke', 'Michael Ealy', 'Laz Alonso', 'Omar Benson Miller', 'Pierfrancesco Favino', 'Valentina Cervi', 'Matteo Sciabordi', 'John Turturro', 'Joseph Gordon-Levitt', 'John Leguizamo', 'Kerry Washington', 'D.B. Sweeney', 'Robert John Burke', 'Omari Hardwick', 'Omero Antonutti']","$45,000,000 ","$7,916,887 ",4.70 ,5.35 
tt0206226,Psycho Beach Party,6,['Robert Lee King'],"['Charles Busch', 'Charles Busch']","['Lauren Ambrose', 'Thomas Gibson', 'Nicholas Brendon', 'Kimberley Davies', 'Matt Keeslar', 'Charles Busch', 'Beth Broderick', 'Danni Wheeler', 'Nick Cornish', 'Andrew Levitas', 'Amy Adams', 'Kathleen Robertson', 'Nathan Bexton', 'Buddy Quaid', 'Jenica Bergere']","$1,500,000 ","$265,107 ",4.70 ,5.35 
tt0113845,Money Train,5.4,['Joseph Ruben'],"['Doug Richardson', 'Doug Richardson', 'and 1 more credit']","['Wesley Snipes', 'Woody Harrelson', 'Jennifer Lopez', 'Robert Blake', 'Chris Cooper', 'Joe Grifasi', 'Scott Sowers', 'Skipp Sudduth', 'Vincent Laresca', 'Nelson Vasquez', 'Vincent Patrick', 'Aida Turturro', 'Alvaleta Guess', 'Vincent Pastore', 'David Tawil']","$60,000,000 ","$35,324,232 ",5.30 ,5.35 
tt1034324,The Mighty Macs,5.8,['Tim Chambers'],"['Tim Chambers', 'Tim Chambers', 'and 1 more credit']","['Carla Gugino', 'David Boreanaz', 'Ellen Burstyn', 'Marley Shelton', 'Lauren Bittner', 'Malachy McCourt', 'Phyllis Somerville', 'Christopher Mann', 'Jennifer Butler', 'Jesse Draper', 'Margaret Anne Florence', 'Pete Postiglione', 'Ward Horton', 'Kate Nowlin', 'Kim Blair']","$7,000,000 ","$1,864,952 ",4.90 ,5.35 
tt1486185,Red Riding Hood,5.2,['Catherine Hardwicke'],['David Johnson'],"['Amanda Seyfried', 'Gary Oldman', 'Billy Burke', 'Shiloh Fernandez', 'Max Irons', 'Virginia Madsen', 'Lukas Haas', 'Julie Christie', 'Shauna Kain', 'Michael Hogan', 'Adrian Holmes', 'Cole Heppell', 'Christine Willes', 'Michael Shanks', 'Kacey Rohl']","$42,000,000 ","$37,652,565 ",5.51 ,5.36 
tt0069946,The Day of the Dolphin,5.8,['Mike Nichols'],"['Buck Henry', 'Robert Merle']","['George C. Scott', 'Trish Van Devere', 'Paul Sorvino', 'Fritz Weaver', 'Jon Korkes', 'Edward Herrmann', 'Leslie Charleson', 'John David Carson', 'Victoria Racimo', 'John Dehner', 'Severn Darden', 'William Roerick', 'Elizabeth Wilson', 'Phyllis Davis', 'Pat Zurica']","$8,500,000 ","$2,300,000 ",4.91 ,5.36 
tt0231448,Deuces Wild,5.4,['Scott Kalvert'],"['Paul Kimatian', 'Christopher Gambale']","['Stephen Dorff', 'Brad Renfro', 'Fairuza Balk', 'Norman Reedus', 'Max Perlich', 'Drea de Matteo', 'Vincent Pastore', 'Frankie Muniz', 'Balthazar Getty', 'Nancy Cassaro', 'Matt Dillon', 'Deborah Harry', 'James Franco', 'Joshua Leonard', 'Alba Albanese']","$10,000,000 ","$6,044,618 ",5.31 ,5.36 
tt1103982,The Girlfriend Experience,5.6,['Steven Soderbergh'],"['David Levien', 'Brian Koppelman']","['Sasha Grey', 'Chris Santos', 'Philip Eytan', 'T. Colby Trane', 'Peter Zizzo', 'Ron Stein', 'Marshall Gilman', 'Michael Roberts', 'Vincent Dellacera', 'Jim Kempner', 'David Levien', 'Mark Jacobson', 'Alan Milstein', 'Sukhdev Singh', 'Ted Jessup']","$1,700,000 ","$695,417 ",5.12 ,5.36 
tt0457572,Fido,6.8,['Andrew Currie'],"['Robert Chomiak', 'Andrew Currie']","['Jan Skorzewski', 'Kevin Tyell', 'Andy Parkin', 'Lynn Pendleton', 'Gary Slater', 'Taylor Petri', 'Glenn Richards', 'Raphael Kepinski', 'Carl-James Kalbfleisch', 'Tiffany Lyndall-Knight', 'Kesun Loder', 'Alexia Fast', 'Henry Czerny', 'Aaron Brown', 'Brandon Olds']","$8,000,000 ","$298,110 ",3.92 ,5.36 
tt0234354,Novocaine,5.7,['David Atkins'],"['Paul Felopulos', 'David Atkins', 'and 1 more credit']","['Chelcie Ross', 'Steve Martin', 'Laura Dern', 'Lynne Thigpen', 'Polly Noonan', 'Helena Bonham Carter', 'JoBe Cerny', 'Elias Koteas', 'Yasen Peyankov', 'Scott Caan', 'Teri Cotruzzola', 'Lucina Paquet', 'Preston Maybank', 'Sally Kao', 'Quincy Wong']","$6,000,000 ","$2,025,238 ",5.02 ,5.36 
tt0101492,Body Parts,5.2,['Eric Red'],"['Pierre Boileau', 'Thomas Narcejac']","['Jeff Fahey', 'Lindsay Duncan', 'Kim Delaney', 'Zakes Mokae', 'Brad Dourif', 'John Walsh', 'Paul Ben-Victor', 'Peter Murnik', 'Nathaniel Moreau', 'Sarah Campbell', 'Andy Humphrey', 'Lindsay Merrithew', 'James Kidnie', 'Arlene Duncan', 'Allan Price']","$10,000,000 ","$9,188,150 ",5.52 ,5.36 
tt0116277,The Fan,5.7,['Tony Scott'],"['Peter Abrahams', 'Phoef Sutton']","['Robert De Niro', 'Wesley Snipes', 'Ellen Barkin', 'John Leguizamo', 'Benicio Del Toro', ""Patti D'Arbanville"", 'Chris Mulkey', 'Andrew J. Ferchland', 'Brandon Hammond', 'Charles Hallahan', 'Dan Butler', 'Kurt Fuller', 'Michael Jace', 'Frank Medrano', 'Don S. Davis']","$55,000,000 ","$18,573,791 ",5.02 ,5.36 
tt1321860,The Beaver,6.7,['Jodie Foster'],['Kyle Killen'],"['Mel Gibson', 'Cherry Jones', 'Jodie Foster', 'Anton Yelchin', 'Riley Thomas Stewart', 'Zachary Booth', 'Jennifer Lawrence', 'Jeff Corbett', 'Baylen Thomas', 'Sam Breslin Wright', 'Kelly Coffield Park', 'Michael Rivera', 'Kris Arnold', 'Elizabeth Kaledin', 'Matt Lauer']","$21,000,000 ","$958,319 ",4.02 ,5.36 
tt0120177,Spawn,5,['Mark A.Z. Dipp'],"['Todd McFarlane', 'Alan B. McElroy']","['Michael Jai White', 'John Leguizamo', 'Martin Sheen', 'Theresa Randle', 'Nicol Williamson', 'D.B. Sweeney', 'Melinda Clarke', 'Miko Hughes', 'Sydni Beaudoin', 'Michael Papajohn', 'Frank Welker', 'Robia LaMorte', 'John Cothran Jr.', 'Caroline Gibson', 'Marc Robinson']","$40,000,000 ","$54,967,359 ",5.72 ,5.36 
tt0160399,Impostor,6.1,['Gary Fleder'],"['Philip K. Dick', 'Scott Rosenberg']","['Gary Sinise', 'Madeleine Stowe', ""Vincent D'Onofrio"", 'Tony Shalhoub', 'Tim Guinee', 'Mekhi Phifer', 'Gary Dourdan', 'Lindsay Crouse', 'Elizabeth Pea', 'Jason Beck', 'Judy Jean Berns', 'Veena Bidasha', 'Ellen Bradley', 'Shane Brolly', 'Golden Brooks']","$40,000,000 ","$6,114,237 ",4.63 ,5.36 
tt0118859,City of Industry,6,['John Irvin'],['Ken Solarz'],"['Harvey Keitel', 'Stephen Dorff', 'Timothy Hutton', 'Famke Janssen', 'Wade Dominguez', 'Michael Jai White', 'Lucy Liu', 'Reno Wilson', 'Dana Barron', 'Tamara Clatterbuck', 'Brian Brophy', 'Franois Chau', 'Flex Alexander', 'Brian Shen', 'Ai Wan']","$8,000,000 ","$1,495,332 ",4.73 ,5.36 
tt0800069,The Hills Have Eyes II,5,['Martin Weisz'],"['Wes Craven', 'Jonathan Craven', 'and 1 more credit']","['Michael McMillian', 'Jessica Stroup', 'Jacob Vargas', 'Flex Alexander', 'Lee Thompson Young', 'Daniella Alonso', 'Eric Edelstein', 'Reshad Strik', 'Ben Crowley', 'Michael Bailey Smith', 'Derek Mears', 'David Reynolds', 'Jeff Kober', 'Jay Acovone', 'Philip Pavel']","$15,000,000 ","$20,801,344 ",5.73 ,5.36 
tt0116225,Escape from L.A.,5.5,['John Carpenter'],"['John Carpenter', 'Nick Castle']","['Kurt Russell', 'Steve Buscemi', 'Peter Fonda', 'Cliff Robertson', 'Valeria Golino', 'Stacy Keach', 'Pam Grier', 'Bruce Campbell', 'Georges Corraface', 'Michelle Forbes', 'A.J. Langer', 'Ina Romeo', 'Peter Jason', 'Jordan Baker', 'Caroleen Feeney']","$50,000,000 ","$25,477,365 ",5.23 ,5.36 
tt0120490,Welcome to Sarajevo,6.8,['Michael Winterbottom'],"['Michael Nicholson', 'Frank Cottrell Boyce']","['Stephen Dillane', 'Woody Harrelson', 'Marisa Tomei', 'Emira Nusevic', 'Kerry Fox', 'Goran Visnjic', 'James Nesbitt', 'Emily Lloyd', 'Igor Dzambazov', 'Gordana Gadzic', 'Juliet Aubrey', 'Drazen Sivak', 'Vesna Orel', 'Davor Janjic', 'Vladimir Jokanovic']","$9,000,000 ","$339,648 ",3.93 ,5.36 
tt0113481,Johnny Mnemonic,5.3,['Robert Longo'],"['William Gibson', 'William Gibson']","['Keanu Reeves', 'Dina Meyer', 'Ice-T', 'Takeshi Kitano', 'Denis Akiyama', 'Dolph Lundgren', 'Henry Rollins', 'Barbara Sukowa', 'Udo Kier', 'Tracy Tweed', 'Falconer Abraham', 'Don Francks', 'Diego Chambers', 'Sherry Miller', 'Arthur Eng']","$25,000,000 ","$19,076,000 ",5.43 ,5.36 
tt1032751,The Warrior's Way,6.2,['Sngmoo Lee'],"['Sngmoo Lee', 'and 1 more credit']","['Dong-gun Jang', 'Kate Bosworth', 'Geoffrey Rush', 'Danny Huston', 'Tony Cox', 'Lung Ti', 'Analin Rudd', 'Markus Hamilton', 'Rod Lousich', 'Matt Gillanders', 'Christina Asher', 'Jed Brophy', 'Carl Bland', 'Ian Harcourt', 'Tony Wyeth']","$45,000,000 ","$5,664,251 ",4.53 ,5.36 
tt0294357,Beyond Borders,6.2,['Martin Campbell'],['Caspian Tredwell-Owen'],"['Angelina Jolie', 'Clive Owen', 'Teri Polo', 'Linus Roache', 'Noah Emmerich', 'Yorick van Wageningen', 'Timothy West', 'Kate Trotter', 'Jonathan Higgins', 'John Gausden', 'Isabelle Horler', 'Iain Lee', 'Keelan Anthony', 'John Bourgeois', 'Kalyane Tea']","$35,000,000 ","$4,426,297 ",4.53 ,5.37 
tt0441796,Stay Alive,4.7,['William Brent Bell'],"['William Brent Bell', 'Matthew Peterman']","['Jon Foster', 'Samaire Armstrong', 'Frankie Muniz', 'Jimmi Simpson', 'Wendell Pierce', 'Milo Ventimiglia', 'Sophia Bush', 'Adam Goldberg', 'Billy Slaughter', 'Nicole Oppermann', 'Monica Monica', 'Rio Hackford', 'Billy Louviere', 'J. Richey Nash', 'Maria Kalinina']","$9,000,000 ","$23,078,294 ",6.04 ,5.37 
tt0209475,The Wedding Planner,4.9,['Adam Shankman'],"['Pamela Falk', 'Michael Ellis']","['Jennifer Lopez', 'Matthew McConaughey', 'Bridgette Wilson-Sampras', 'Justin Chambers', 'Judy Greer', 'Alex Rocco', 'Joanna Gleason', 'Charles Kimbrough', 'Kevin Pollak', 'Fred Willard', 'Lou Myers', 'Frances Bay', 'Kathy Najimy', 'Cortney Shounia', 'Philip Pavel']","$35,000,000 ","$60,400,856 ",5.84 ,5.37 
tt0102065,House Party 2,4.5,"['George Jackson', 'Doug McHenry']","['Reginald Hudlin', 'Rusty Cundieff']","['Christopher Reid', 'Christopher Martin', 'Martin Lawrence', 'Bowlegged Lou', 'Paul Anthony', 'B-Fine', 'Tisha Campbell-Martin', 'Kamron', 'Iman', 'Queen Latifah', 'Georg Stanford Brown', 'Helen Martin', 'William Schallert', 'Tony Burton', 'Louie Louie']","$5,000,000 ","$19,281,235 ",6.24 ,5.37 
tt0117608,Sgt. Bilko,5.3,['Jonathan Lynn'],"['Nat Hiken', 'Andy Breckman']","['Steve Martin', 'Dan Aykroyd', 'Phil Hartman', 'Glenne Headly', 'Daryl Mitchell', 'Max Casella', 'Eric Edwards', 'Dan Ferro', 'John Marshall Jones', 'Brian Leckner', 'John Ortiz', 'Pamela Adlon', 'Mitchell Whitfield', 'Austin Pendleton', 'Chris Rock']","$39,000,000 ","$30,356,793 ",5.44 ,5.37 
tt0157472,Clockstoppers,5,['Jonathan Frakes'],"['Rob Hedden', 'Andy Hedden']","['Jesse Bradford', 'French Stewart', 'Paula Garcs', 'Michael Biehn', 'Robin Thomas', 'Garikayi Mutambirwa', 'Julia Sweeney', 'Lindze Letherman', 'Jason George', 'Linda Kim', 'Ken Jenkins', 'Esperanza Catubig', 'Jennifer Manley', 'Scott Thomson', 'Deborah Rawlings']","$26,000,000 ","$36,985,501 ",5.74 ,5.37 
tt0419984,Mr. Woodcock,5.1,"['Craig Gillespie', 'and 1 more credit']","['Michael Carnes', 'Josh Gilbert']","['Billy Bob Thornton', 'Seann William Scott', 'Susan Sarandon', 'Amy Poehler', 'Melissa Sagemiller', 'Ethan Suplee', 'Jacob Davich', 'Kyley Baldridge', 'Alec George', 'Joseph Michael Sargent', 'M.C. Gainey', 'Brent Briscoe', 'Dave Kuhr', 'Lisa K. Wyatt', 'Kurt Fuller']","$22,000,000 ","$25,628,629 ",5.64 ,5.37 
tt0808279,Funny Games U.S.,6.4,['Michael Haneke'],['Michael Haneke'],"['Naomi Watts', 'Tim Roth', 'Michael Pitt', 'Brady Corbet', 'Devon Gearhart', 'Boyd Gaines', 'Siobhan Fallon', 'Robert LuPone', 'Susi Haneke', 'Linda Moran']","$15,000,000 ","$1,294,640 ",4.34 ,5.37 
